,parameters,mean,std,2.5q,25q,50q,75q,97.5q,mc err
502,alpha_subj(Stressed).1057,2.880928013652652,1.2890139806489171,0.9888903070527639,1.9907373221937812,2.6554613642231493,3.463882362462027,6.234464941777188,0.09275177315132002
503,alpha_subj(Stressed).1058,2.8856194752856523,1.289350171117106,1.0276763658644383,2.016603974919353,2.6322822583841505,3.4439232281062395,6.0945110078329225,0.09252206906914397
504,alpha_subj(Stressed).1061,2.8761773618827586,1.3235260847127401,0.9337005805253424,1.9806571393379366,2.6010557602334132,3.4939682467544744,6.367328184170513,0.09323429593817817
505,alpha_subj(Stressed).1063,2.901518475655265,1.2876611079117815,1.0280538485723063,2.005366715537983,2.657669233932829,3.4919604822453967,6.317533655239557,0.09220925266611135
506,alpha_subj(Stressed).1065,2.896031009265157,1.3065696610379045,0.9978307568468976,2.001327452102119,2.646671037976955,3.52028962547128,6.366076716809563,0.09600993868535432
507,alpha_subj(Stressed).1066,2.867847606727849,1.2619922703525368,1.0633653451877523,2.003364654922912,2.6141466234905537,3.456509332036873,6.184226828640391,0.0905482018911085
508,alpha_subj(Stressed).1067,2.855599582824747,1.2440890422034376,1.0198963312789298,1.9865615754609978,2.6362954144226696,3.4334798145105214,6.034595558527396,0.08563033500747204
509,alpha_subj(Stressed).1069,2.903048433832613,1.3020308890313574,1.0491590708733587,2.0180404448184497,2.678077633888829,3.459518233497718,6.273920962008967,0.09182159207054628
510,alpha_subj(Stressed).1070,2.921682343358989,1.2643667201799487,1.1078741587771674,2.0200841745609566,2.7146069904244614,3.481274776715533,6.2377959691325096,0.09147540688828135
511,alpha_subj(Stressed).1071,2.898610526540052,1.282278109648373,1.0014701423654668,2.0166569609263347,2.669405188492673,3.4903022106533648,6.170593210682956,0.09184340083245901
512,alpha_subj(Stressed).1072,2.8739005886631004,1.3113549952253754,0.88516195709334,2.021300442421498,2.6442543307275788,3.470784544662185,6.061593498828068,0.09342123575393146
513,alpha_subj(Stressed).1073,2.8502283871498704,1.288692460160673,0.8892870466885183,1.972731844010588,2.6072680568540982,3.4692866774190922,6.064379464417495,0.08818287952210446
514,alpha_subj(Stressed).1074,2.886063479231755,1.2873886728985449,0.9706383473629892,2.0276594672804524,2.635338137116111,3.480132331945483,6.037399494508839,0.08966426184622972
515,alpha_subj(Stressed).1076,2.8992332514447834,1.303890757541805,1.0100397911088894,2.0122014748099017,2.6360597700953674,3.460852585259542,6.374464943594491,0.09389406976441099
516,alpha_subj(Stressed).1077,2.878959645072926,1.3256155356521542,1.0353080554342415,1.994670291012298,2.6150853629674797,3.443254987284263,6.170890215987392,0.0960439938086852
517,alpha_subj(Stressed).1078,2.8651241200116906,1.2901817110041396,0.9601757533795179,2.000435202930139,2.609242921497119,3.4329018538936937,6.262286645321797,0.0889953228523643
518,alpha_subj(Stressed).1079,2.872018054065021,1.272442677519501,1.094760437472245,1.9968746574564307,2.6085007943536436,3.4477895008160697,6.1755771262089,0.09219064778421938
519,alpha_subj(Stressed).1080,2.924353961394069,1.2980718574987369,1.0852054413686152,2.043058901402969,2.696809762130585,3.4684218253706898,6.375546016415378,0.09359613094927864
520,alpha_subj(Stressed).1081,2.8914756860742323,1.250940216760768,1.1251211930899792,2.0090861067162447,2.680928603539842,3.500026348028765,6.1456175719270245,0.08813467810617824
521,alpha_subj(Stressed).1083,2.8912781320696657,1.23783631590016,1.080164744745267,2.020077388868931,2.6783818397130403,3.475223363233667,5.9907471570505795,0.08872338824511103
522,alpha_subj(Stressed).1084,2.8810934909556343,1.2567245532247404,1.035931298546238,2.0135068997079113,2.6551427613796013,3.480676034025724,6.035016560062278,0.09080773811768364
523,alpha_subj(Stressed).1087,2.8726452073429822,1.272532975195413,1.013790873949954,2.0112771382048225,2.6252063633158484,3.5048799520072667,6.024261815172416,0.09055856095166433
524,alpha_subj(Stressed).1088,2.874163552674047,1.282646171779093,1.0295761062212432,2.0242322921360234,2.6430131813910624,3.474702690519001,6.118925960415402,0.09021027247035568
